,YEAR,MONTH,DAY,HOUR
45065,2020,12,8,9
45066,2020,12,8,9
45067,2020,12,8,9
45068,2020,12,8,9
45069,2020,12,8,9
45070,2020,12,8,9
45071,2020,12,8,9
45072,2020,12,8,10
45073,2020,12,8,10
45074,2020,12,8,10
45075,2020,12,8,10
45076,2020,12,8,10
45077,2020,12,8,10
45078,2020,12,8,10
45079,2020,12,8,10
45080,2020,12,8,10
45081,2020,12,8,10
45082,2020,12,8,10
45083,2020,12,8,10
45084,2020,12,8,10
45085,2020,12,8,10
45086,2020,12,8,10
45087,2020,12,8,10
45088,2020,12,8,10
45089,2020,12,8,10
45090,2020,12,8,10
45091,2020,12,8,10
45092,2020,12,8,10
45093,2020,12,8,11
45094,2020,12,8,11
45095,2020,12,8,11
45096,2020,12,8,11
45097,2020,12,8,11
45098,2020,12,8,11
45099,2020,12,8,11
45100,2020,12,8,11
45101,2020,12,8,11
45102,2020,12,8,11
45103,2020,12,8,11
45104,2020,12,8,11
45105,2020,12,8,11
45106,2020,12,8,11
45107,2020,12,8,11
45108,2020,12,8,11
45109,2020,12,8,11
45110,2020,12,8,11
45111,2020,12,8,11
45112,2020,12,8,11
45113,2020,12,8,12
45114,2020,12,8,12
45115,2020,12,8,12
45116,2020,12,8,12
45117,2020,12,8,12
45118,2020,12,8,12
45119,2020,12,8,12
45120,2020,12,8,12
45121,2020,12,8,12
45122,2020,12,8,12
45123,2020,12,8,12
45124,2020,12,8,12
45125,2020,12,8,12
45126,2020,12,8,12
45127,2020,12,8,12
45128,2020,12,8,13
45129,2020,12,8,13
45130,2020,12,8,13
45131,2020,12,8,13
45132,2020,12,8,13
45133,2020,12,8,14
45134,2020,12,8,14
45135,2020,12,8,14
45136,2020,12,8,14
45137,2020,12,8,14
45138,2020,12,8,14
45139,2020,12,8,14
45140,2020,12,8,14
45141,2020,12,8,14
45142,2020,12,8,14
45143,2020,12,8,14
45144,2020,12,8,15
45145,2020,12,8,15
45146,2020,12,8,15
45147,2020,12,8,15
45148,2020,12,8,15
45149,2020,12,8,15
45150,2020,12,8,15
45151,2020,12,8,15
45152,2020,12,8,15
45153,2020,12,8,15
45154,2020,12,8,15
45155,2020,12,8,15
45156,2020,12,8,16
45157,2020,12,8,16
45158,2020,12,8,16
45159,2020,12,8,16
45160,2020,12,8,16
45161,2020,12,8,16
45162,2020,12,8,16
45163,2020,12,8,16
45164,2020,12,9,8
45165,2020,12,9,8
45166,2020,12,9,8
45167,2020,12,9,8
45168,2020,12,9,8
45169,2020,12,9,8
45170,2020,12,9,8
45171,2020,12,9,8
45172,2020,12,9,8
45173,2020,12,9,8
45174,2020,12,9,8
45175,2020,12,9,8
45176,2020,12,9,8
45177,2020,12,9,8
45178,2020,12,9,8
45179,2020,12,9,8
45180,2020,12,9,8
45181,2020,12,9,8
45182,2020,12,9,8
45183,2020,12,9,8
45184,2020,12,9,8
45185,2020,12,9,8
45186,2020,12,9,8
45187,2020,12,9,8
45188,2020,12,9,8
45189,2020,12,9,8
45190,2020,12,9,8
45191,2020,12,9,8
45192,2020,12,9,8
45193,2020,12,9,8
45194,2020,12,9,8
45195,2020,12,9,8
45196,2020,12,9,8
45197,2020,12,9,8
45198,2020,12,9,8
45199,2020,12,9,8
45200,2020,12,9,8
45201,2020,12,9,8
45202,2020,12,9,8
45203,2020,12,9,8
45204,2020,12,9,8
45205,2020,12,9,8
45206,2020,12,9,8
45207,2020,12,9,8
45208,2020,12,9,8
45209,2020,12,9,8
45210,2020,12,9,8
45211,2020,12,9,8
45212,2020,12,9,8
45213,2020,12,9,8
45214,2020,12,9,8
45215,2020,12,9,8
45216,2020,12,9,8
45217,2020,12,9,8
45218,2020,12,9,8
45219,2020,12,9,8
45220,2020,12,9,8
45221,2020,12,9,8
45222,2020,12,9,8
45223,2020,12,9,8
45224,2020,12,9,8
45225,2020,12,9,8
45226,2020,12,9,9
45227,2020,12,9,9
45228,2020,12,9,9
45229,2020,12,9,9
45230,2020,12,9,9
45231,2020,12,9,9
45232,2020,12,9,9
45233,2020,12,9,9
45234,2020,12,9,9
45235,2020,12,9,9
45236,2020,12,9,9
45237,2020,12,9,9
45238,2020,12,9,9
45239,2020,12,9,9
45240,2020,12,9,9
45241,2020,12,9,9
45242,2020,12,9,9
45243,2020,12,9,9
45244,2020,12,9,9
45245,2020,12,9,9
45246,2020,12,9,9
45247,2020,12,9,9
45248,2020,12,9,9
45249,2020,12,9,9
45250,2020,12,9,9
45251,2020,12,9,9
45252,2020,12,9,9
45253,2020,12,9,9
45254,2020,12,9,9
45255,2020,12,9,9
45256,2020,12,9,9
45257,2020,12,9,9
45258,2020,12,9,9
45259,2020,12,9,9
45260,2020,12,9,9
45261,2020,12,9,9
45262,2020,12,9,9
45263,2020,12,9,9
45264,2020,12,9,10
45265,2020,12,9,10
45266,2020,12,9,10
45267,2020,12,9,10
45268,2020,12,9,10
45269,2020,12,9,10
45270,2020,12,9,10
45271,2020,12,9,10
45272,2020,12,9,10
45273,2020,12,9,10
45274,2020,12,9,10
45275,2020,12,9,10
45276,2020,12,9,10
45277,2020,12,9,10
45278,2020,12,9,10
45279,2020,12,9,10
45280,2020,12,9,10
45281,2020,12,9,10
45282,2020,12,9,10
45283,2020,12,9,10
45284,2020,12,9,10
45285,2020,12,9,10
45286,2020,12,9,10
45287,2020,12,9,10
45288,2020,12,9,10
45289,2020,12,9,10
45290,2020,12,9,10
45291,2020,12,9,10
45292,2020,12,9,10
45293,2020,12,9,10
45294,2020,12,9,10
45295,2020,12,9,10
45296,2020,12,9,10
45297,2020,12,9,11
45298,2020,12,9,11
45299,2020,12,9,11
45300,2020,12,9,11
45301,2020,12,9,11
45302,2020,12,9,11
45303,2020,12,9,11
45304,2020,12,9,11
45305,2020,12,9,11
45306,2020,12,9,11
45307,2020,12,9,11
45308,2020,12,9,11
45309,2020,12,9,11
45310,2020,12,9,11
45311,2020,12,9,11
45312,2020,12,9,11
45313,2020,12,9,11
45314,2020,12,9,12
45315,2020,12,9,12
45316,2020,12,9,12
45317,2020,12,9,12
45318,2020,12,9,12
45319,2020,12,9,12
45320,2020,12,9,12
45321,2020,12,9,12
45322,2020,12,9,12
45323,2020,12,9,12
45324,2020,12,9,12
45325,2020,12,9,12
45326,2020,12,9,12
45327,2020,12,9,12
45328,2020,12,9,12
45329,2020,12,9,12
45330,2020,12,9,12
45331,2020,12,9,12
45332,2020,12,9,12
45333,2020,12,9,12
45334,2020,12,9,12
45335,2020,12,9,12
45336,2020,12,9,13
45337,2020,12,9,13
45338,2020,12,9,13
45339,2020,12,9,13
45340,2020,12,9,13
45341,2020,12,9,13
45343,2020,12,9,13
45344,2020,12,9,13
45345,2020,12,9,13
45346,2020,12,9,13
45347,2020,12,9,13
45348,2020,12,9,13
45349,2020,12,9,13
45350,2020,12,9,13
45351,2020,12,9,13
45352,2020,12,9,13
45353,2020,12,9,13
45354,2020,12,9,13
45355,2020,12,9,14
45356,2020,12,9,14
45358,2020,12,9,14
45359,2020,12,9,14
45360,2020,12,9,14
45361,2020,12,9,14
45362,2020,12,9,14
45363,2020,12,9,14
45364,2020,12,9,14
45365,2020,12,9,14
45366,2020,12,9,14
45367,2020,12,9,14
45368,2020,12,9,14
45369,2020,12,9,14
45370,2020,12,9,14
45371,2020,12,9,14
45372,2020,12,9,14
45373,2020,12,9,14
45374,2020,12,9,14
45375,2020,12,9,14
45376,2020,12,9,15
45377,2020,12,9,15
45378,2020,12,9,15
45379,2020,12,9,15
45380,2020,12,9,15
45381,2020,12,9,15
45382,2020,12,9,15
45383,2020,12,9,15
45384,2020,12,9,15
45385,2020,12,9,15
45386,2020,12,9,15
45387,2020,12,9,15
45388,2020,12,9,16
45389,2020,12,9,16
45390,2020,12,9,16
45391,2020,12,9,16
45392,2020,12,9,16
45393,2020,12,9,16
45394,2020,12,9,16
45395,2020,12,9,16
45396,2020,12,9,16
45397,2020,12,9,16
45398,2020,12,9,16
45399,2020,12,9,16
45400,2020,12,9,17
45401,2020,12,9,17
45402,2020,12,9,8
45403,2020,12,9,8
45404,2020,12,9,8
45405,2020,12,9,8
45406,2020,12,9,8
45407,2020,12,9,8
45408,2020,12,9,8
45409,2020,12,9,9
45410,2020,12,9,9
45411,2020,12,9,9
45412,2020,12,9,9
45413,2020,12,9,10
45414,2020,12,9,10
45415,2020,12,9,10
45416,2020,12,9,11
45417,2020,12,9,13
45418,2020,12,9,8
45419,2020,12,9,8
45420,2020,12,9,8
45421,2020,12,9,8
45422,2020,12,9,8
45423,2020,12,9,8
45424,2020,12,9,8
45425,2020,12,9,8
45426,2020,12,9,8
45427,2020,12,9,8
45428,2020,12,9,8
45429,2020,12,9,8
45430,2020,12,9,8
45431,2020,12,9,8
45432,2020,12,9,8
45433,2020,12,9,8
45434,2020,12,9,8
45435,2020,12,9,8
45436,2020,12,9,8
45437,2020,12,9,8
45438,2020,12,9,8
45439,2020,12,9,8
45440,2020,12,9,8
45441,2020,12,9,8
45442,2020,12,9,8
45443,2020,12,9,8
45444,2020,12,9,8
45445,2020,12,9,8
45446,2020,12,9,8
45447,2020,12,9,8
45448,2020,12,9,8
45449,2020,12,9,8
45450,2020,12,9,8
45451,2020,12,9,9
45452,2020,12,9,9
45453,2020,12,9,9
45454,2020,12,9,9
45455,2020,12,9,9
45456,2020,12,9,9
45457,2020,12,9,9
45458,2020,12,9,9
45459,2020,12,9,9
45460,2020,12,9,9
45461,2020,12,9,9
45462,2020,12,9,9
45463,2020,12,9,9
45464,2020,12,9,9
45465,2020,12,9,9
45466,2020,12,9,9
45467,2020,12,9,9
45468,2020,12,9,9
45469,2020,12,9,9
45470,2020,12,9,9
45471,2020,12,9,9
45472,2020,12,9,9
45473,2020,12,9,10
45474,2020,12,9,10
45475,2020,12,9,10
45476,2020,12,9,10
45477,2020,12,9,10
45478,2020,12,9,10
45479,2020,12,9,10
45480,2020,12,9,10
45481,2020,12,9,10
45482,2020,12,9,10
45483,2020,12,9,10
45484,2020,12,9,10
45485,2020,12,9,10
45486,2020,12,9,10
45487,2020,12,9,10
45488,2020,12,9,10
45489,2020,12,9,10
45490,2020,12,9,10
45491,2020,12,9,10
45492,2020,12,9,10
45493,2020,12,9,10
45494,2020,12,9,10
45495,2020,12,9,10
45496,2020,12,9,10
45497,2020,12,9,10
45498,2020,12,9,10
45499,2020,12,9,10
45500,2020,12,9,10
45501,2020,12,9,10
45502,2020,12,9,10
45503,2020,12,9,10
45504,2020,12,9,10
45505,2020,12,9,10
45506,2020,12,9,10
45507,2020,12,9,11
45508,2020,12,9,11
45509,2020,12,9,11
45510,2020,12,9,11
45511,2020,12,9,11
45512,2020,12,9,11
45513,2020,12,9,11
45514,2020,12,9,11
45515,2020,12,9,11
45516,2020,12,9,11
45517,2020,12,9,11
45518,2020,12,9,11
45519,2020,12,9,11
45520,2020,12,9,11
45521,2020,12,9,11
45522,2020,12,9,12
45523,2020,12,9,12
45524,2020,12,9,12
45525,2020,12,9,12
45526,2020,12,9,12
45527,2020,12,9,12
45528,2020,12,9,12
45529,2020,12,9,12
45530,2020,12,9,12
45531,2020,12,9,12
45532,2020,12,9,12
45533,2020,12,9,12
45534,2020,12,9,12
45535,2020,12,9,12
45536,2020,12,9,12
45537,2020,12,9,12
45538,2020,12,9,12
45539,2020,12,9,12
45540,2020,12,9,12
45541,2020,12,9,13
45542,2020,12,9,13
45543,2020,12,9,13
45544,2020,12,9,13
45545,2020,12,9,13
45546,2020,12,9,13
45547,2020,12,9,13
45548,2020,12,9,13
45549,2020,12,9,13
45550,2020,12,9,14
45551,2020,12,9,14
45552,2020,12,9,14
45553,2020,12,9,14
45554,2020,12,9,14
45555,2020,12,9,14
45556,2020,12,9,14
45557,2020,12,9,14
45558,2020,12,9,14
45559,2020,12,9,14
45560,2020,12,9,14
45561,2020,12,9,14
45562,2020,12,9,14
45563,2020,12,9,14
45564,2020,12,9,14
45565,2020,12,9,14
45566,2020,12,9,14
45567,2020,12,9,14
45568,2020,12,9,14
45569,2020,12,9,14
45570,2020,12,9,14
45571,2020,12,9,14
45572,2020,12,9,15
45573,2020,12,9,15
45574,2020,12,9,15
45575,2020,12,9,16
45576,2020,12,9,16
45577,2020,12,9,16
45578,2020,12,9,16
45579,2020,12,9,16
45580,2020,12,9,16
45581,2020,12,9,16
45582,2020,12,9,16
45583,2020,12,9,16
45584,2020,12,9,17
45585,2020,12,9,17
45586,2020,12,9,8
45587,2020,12,9,8
45588,2020,12,9,8
45589,2020,12,9,9
45590,2020,12,9,14
45591,2020,12,9,15
45592,2020,12,9,16
45593,2020,12,9,16
45594,2020,12,9,8
45595,2020,12,9,8
45596,2020,12,9,8
45597,2020,12,9,8
45598,2020,12,9,8
45599,2020,12,9,9
45600,2020,12,9,9
45601,2020,12,9,9
45602,2020,12,9,9
45603,2020,12,9,9
45604,2020,12,9,9
45605,2020,12,9,10
45606,2020,12,9,10
45607,2020,12,9,10
45608,2020,12,9,10
45609,2020,12,9,10
45610,2020,12,9,11
45611,2020,12,9,11
45612,2020,12,9,11
45613,2020,12,9,11
45614,2020,12,9,11
45615,2020,12,9,12
45616,2020,12,9,12
45617,2020,12,9,12
45618,2020,12,9,13
45619,2020,12,9,13
45620,2020,12,9,13
45621,2020,12,9,14
45622,2020,12,9,14
45623,2020,12,9,15
45624,2020,12,9,15
45625,2020,12,9,16
45626,2020,12,9,16
45627,2020,12,9,16
45628,2020,12,9,17
45629,2020,12,9,8
45630,2020,12,9,8
45631,2020,12,9,8
45632,2020,12,9,8
45633,2020,12,9,8
45634,2020,12,9,8
45635,2020,12,9,8
45636,2020,12,9,8
45637,2020,12,9,8
45638,2020,12,9,8
45639,2020,12,9,8
45640,2020,12,9,8
45641,2020,12,9,8
45642,2020,12,9,8
45643,2020,12,9,8
45644,2020,12,9,8
45645,2020,12,9,8
45646,2020,12,9,8
45647,2020,12,9,8
45648,2020,12,9,8
45649,2020,12,9,8
45650,2020,12,9,8
45651,2020,12,9,8
45652,2020,12,9,8
45653,2020,12,9,8
45654,2020,12,9,8
45655,2020,12,9,8
45656,2020,12,9,8
45657,2020,12,9,8
45658,2020,12,9,8
45659,2020,12,9,8
45660,2020,12,9,8
45661,2020,12,9,8
45662,2020,12,9,8
45663,2020,12,9,8
45664,2020,12,9,8
45665,2020,12,9,8
45666,2020,12,9,8
45667,2020,12,9,8
45668,2020,12,9,8
45669,2020,12,9,8
45670,2020,12,9,8
45671,2020,12,9,9
45672,2020,12,9,9
45673,2020,12,9,9
45674,2020,12,9,9
45675,2020,12,9,9
45676,2020,12,9,9
45677,2020,12,9,9
45678,2020,12,9,9
45679,2020,12,9,9
45680,2020,12,9,9
45681,2020,12,9,9
45682,2020,12,9,9
45683,2020,12,9,9
45684,2020,12,9,9
45685,2020,12,9,9
45686,2020,12,9,9
45687,2020,12,9,9
45688,2020,12,9,9
45689,2020,12,9,9
45690,2020,12,9,9
45691,2020,12,9,9
45692,2020,12,9,9
45693,2020,12,9,10
45694,2020,12,9,10
45695,2020,12,9,10
45696,2020,12,9,10
45697,2020,12,9,10
45698,2020,12,9,10
45699,2020,12,9,10
45700,2020,12,9,10
45701,2020,12,9,10
45702,2020,12,9,10
45703,2020,12,9,10
45704,2020,12,9,10
45705,2020,12,9,10
45706,2020,12,9,10
45707,2020,12,9,10
45708,2020,12,9,10
45709,2020,12,9,10
45710,2020,12,9,10
45711,2020,12,9,10
45712,2020,12,9,11
45713,2020,12,9,11
45714,2020,12,9,11
45715,2020,12,9,11
45716,2020,12,9,11
45717,2020,12,9,11
45718,2020,12,9,11
45719,2020,12,9,11
45720,2020,12,9,11
45721,2020,12,9,11
45722,2020,12,9,11
45723,2020,12,9,11
45724,2020,12,9,12
45725,2020,12,9,12
45726,2020,12,9,12
45727,2020,12,9,12
45728,2020,12,9,12
45729,2020,12,9,12
45730,2020,12,9,12
45731,2020,12,9,12
45732,2020,12,9,12
45733,2020,12,9,12
45734,2020,12,9,12
45735,2020,12,9,12
45736,2020,12,9,12
45737,2020,12,9,13
45738,2020,12,9,13
45739,2020,12,9,13
45740,2020,12,9,13
45741,2020,12,9,13
45742,2020,12,9,13
45743,2020,12,9,13
45744,2020,12,9,13
45745,2020,12,9,13
45746,2020,12,9,13
45747,2020,12,9,13
45748,2020,12,9,13
45749,2020,12,9,14
45750,2020,12,9,14
45751,2020,12,9,14
45752,2020,12,9,14
45753,2020,12,9,14
45754,2020,12,9,14
45755,2020,12,9,14
45756,2020,12,9,14
45757,2020,12,9,14
45758,2020,12,9,14
45759,2020,12,9,14
45760,2020,12,9,14
45761,2020,12,9,14
45762,2020,12,9,14
45763,2020,12,9,14
45764,2020,12,9,14
45765,2020,12,9,15
45766,2020,12,9,15
45767,2020,12,9,15
45768,2020,12,9,15
45769,2020,12,9,15
45770,2020,12,9,15
45771,2020,12,9,15
45772,2020,12,9,15
45773,2020,12,9,15
45774,2020,12,9,15
45775,2020,12,9,16
45776,2020,12,9,16
45777,2020,12,9,16
45778,2020,12,9,16
45779,2020,12,9,16
45780,2020,12,9,16
45781,2020,12,9,16
45782,2020,12,9,17
45783,2020,12,9,17
45784,2020,12,9,12
45785,2020,12,10,8
45786,2020,12,10,8
45787,2020,12,10,8
45788,2020,12,10,8
45789,2020,12,10,8
45790,2020,12,10,8
45795,2020,12,10,8
45796,2020,12,10,8
45797,2020,12,10,8
45798,2020,12,10,8
45799,2020,12,10,8
45800,2020,12,10,8
45801,2020,12,10,8
45802,2020,12,10,8
45803,2020,12,10,8
45804,2020,12,10,8
45805,2020,12,10,8
45806,2020,12,10,8
45807,2020,12,10,8
45808,2020,12,10,8
45809,2020,12,10,8
45810,2020,12,10,8
45811,2020,12,10,8
45812,2020,12,10,8
45813,2020,12,10,8
45814,2020,12,10,8
45815,2020,12,10,8
45816,2020,12,10,8
45817,2020,12,10,8
45818,2020,12,10,8
45819,2020,12,10,8
45820,2020,12,10,8
45821,2020,12,10,8
45822,2020,12,10,8
45823,2020,12,10,8
45824,2020,12,10,8
45825,2020,12,10,8
45826,2020,12,10,8
45827,2020,12,10,8
45828,2020,12,10,8
45829,2020,12,10,8
45830,2020,12,10,8
45831,2020,12,10,8
45832,2020,12,10,8
45833,2020,12,10,8
45834,2020,12,10,8
45835,2020,12,10,8
45836,2020,12,10,8
45837,2020,12,10,8
45838,2020,12,10,8
45839,2020,12,10,8
45840,2020,12,10,8
45841,2020,12,10,9
45842,2020,12,10,9
45843,2020,12,10,9
45844,2020,12,10,9
45845,2020,12,10,9
45846,2020,12,10,9
45847,2020,12,10,9
45848,2020,12,10,9
45849,2020,12,10,9
45850,2020,12,10,9
45851,2020,12,10,9
45852,2020,12,10,9
45853,2020,12,10,9
45854,2020,12,10,9
45855,2020,12,10,9
45856,2020,12,10,9
45857,2020,12,10,9
45858,2020,12,10,9
45859,2020,12,10,9
45860,2020,12,10,9
45861,2020,12,10,9
45862,2020,12,10,9
45863,2020,12,10,10
45864,2020,12,10,10
45865,2020,12,10,10
45866,2020,12,10,10
45867,2020,12,10,10
45868,2020,12,10,10
45869,2020,12,10,10
45870,2020,12,10,10
45871,2020,12,10,10
45872,2020,12,10,10
45873,2020,12,10,10
45874,2020,12,10,10
45875,2020,12,10,10
45876,2020,12,10,10
45877,2020,12,10,10
45878,2020,12,10,10
45879,2020,12,10,10
45880,2020,12,10,10
45881,2020,12,10,10
45882,2020,12,10,10
45883,2020,12,10,10
45884,2020,12,10,10
45885,2020,12,10,10
45886,2020,12,10,10
45887,2020,12,10,10
45888,2020,12,10,10
45889,2020,12,10,10
45890,2020,12,10,10
45891,2020,12,10,10
45892,2020,12,10,10
45893,2020,12,10,10
45894,2020,12,10,10
45895,2020,12,10,10
45896,2020,12,10,10
45897,2020,12,10,10
45898,2020,12,10,11
45899,2020,12,10,11
45900,2020,12,10,11
45901,2020,12,10,11
45902,2020,12,10,11
45903,2020,12,10,11
45904,2020,12,10,11
45905,2020,12,10,11
45906,2020,12,10,11
45907,2020,12,10,11
45908,2020,12,10,11
45909,2020,12,10,11
45910,2020,12,10,11
45911,2020,12,10,11
45912,2020,12,10,11
45913,2020,12,10,11
45914,2020,12,10,11
45915,2020,12,10,12
45916,2020,12,10,12
45917,2020,12,10,12
45918,2020,12,10,12
45919,2020,12,10,12
45920,2020,12,10,12
45921,2020,12,10,12
45922,2020,12,10,12
45923,2020,12,10,12
45924,2020,12,10,12
45925,2020,12,10,12
45926,2020,12,10,12
45927,2020,12,10,12
45928,2020,12,10,12
45929,2020,12,10,12
45930,2020,12,10,12
45931,2020,12,10,12
45932,2020,12,10,12
45933,2020,12,10,13
45934,2020,12,10,13
45935,2020,12,10,13
45936,2020,12,10,13
45937,2020,12,10,13
45938,2020,12,10,13
45939,2020,12,10,13
45940,2020,12,10,14
45941,2020,12,10,14
45942,2020,12,10,14
45943,2020,12,10,14
45944,2020,12,10,14
45945,2020,12,10,14
45946,2020,12,10,14
45947,2020,12,10,14
45948,2020,12,10,14
45949,2020,12,10,14
45950,2020,12,10,14
45951,2020,12,10,14
45952,2020,12,10,14
45953,2020,12,10,14
45954,2020,12,10,15
45955,2020,12,10,15
45956,2020,12,10,15
45957,2020,12,10,15
45958,2020,12,10,15
45959,2020,12,10,15
45960,2020,12,10,15
45961,2020,12,10,15
45962,2020,12,10,15
45963,2020,12,10,15
45964,2020,12,10,15
45965,2020,12,10,15
45966,2020,12,10,15
45967,2020,12,10,15
45968,2020,12,10,16
45969,2020,12,10,16
45970,2020,12,10,16
45971,2020,12,10,16
45972,2020,12,10,16
45973,2020,12,10,16
45974,2020,12,10,17
45975,2020,12,10,8
45976,2020,12,10,8
45977,2020,12,10,8
45978,2020,12,10,8
45979,2020,12,10,8
45980,2020,12,10,8
45981,2020,12,10,8
45982,2020,12,10,8
45983,2020,12,10,8
45984,2020,12,10,8
45985,2020,12,10,8
45986,2020,12,10,8
45987,2020,12,10,8
45988,2020,12,10,8
45989,2020,12,10,8
45990,2020,12,10,8
45991,2020,12,10,8
45992,2020,12,10,8
45993,2020,12,10,8
45994,2020,12,10,8
45995,2020,12,10,8
45996,2020,12,10,8
45997,2020,12,10,8
45998,2020,12,10,9
45999,2020,12,10,9
46000,2020,12,10,9
46001,2020,12,10,9
46002,2020,12,10,10
46003,2020,12,10,10
46004,2020,12,10,10
46005,2020,12,10,10
46006,2020,12,10,10
46007,2020,12,10,10
46008,2020,12,10,10
46009,2020,12,10,10
46010,2020,12,10,11
46011,2020,12,10,11
46012,2020,12,10,11
46013,2020,12,10,11
46014,2020,12,10,12
46015,2020,12,10,12
46016,2020,12,10,12
46017,2020,12,10,13
46018,2020,12,10,13
46019,2020,12,10,13
46020,2020,12,10,13
46021,2020,12,10,15
46022,2020,12,10,15
46023,2020,12,10,15
46024,2020,12,10,15
46025,2020,12,10,15
46026,2020,12,10,15
46027,2020,12,10,16
46028,2020,12,10,16
46029,2020,12,10,8
46030,2020,12,10,8
46031,2020,12,10,8
46032,2020,12,10,8
46033,2020,12,10,8
46034,2020,12,10,8
46035,2020,12,10,8
46036,2020,12,10,8
46037,2020,12,10,8
46038,2020,12,10,8
46039,2020,12,10,8
46040,2020,12,10,8
46041,2020,12,10,8
46042,2020,12,10,8
46043,2020,12,10,9
46044,2020,12,10,9
46045,2020,12,10,9
46046,2020,12,10,9
46047,2020,12,10,9
46048,2020,12,10,10
46049,2020,12,10,10
46050,2020,12,10,10
46051,2020,12,10,10
46052,2020,12,10,10
46053,2020,12,10,10
46054,2020,12,10,10
46055,2020,12,10,10
46056,2020,12,10,10
46057,2020,12,10,10
46058,2020,12,10,10
46059,2020,12,10,10
46060,2020,12,10,10
46061,2020,12,10,10
46062,2020,12,10,10
46063,2020,12,10,10
46064,2020,12,10,10
46065,2020,12,10,10
46066,2020,12,10,10
46067,2020,12,10,10
46068,2020,12,10,10
46069,2020,12,10,10
46070,2020,12,10,10
46071,2020,12,10,10
46072,2020,12,10,10
46073,2020,12,10,10
46074,2020,12,10,10
46075,2020,12,10,10
46076,2020,12,10,10
46077,2020,12,10,10
46078,2020,12,10,10
46079,2020,12,10,10
46080,2020,12,10,10
46081,2020,12,10,10
46082,2020,12,10,10
46083,2020,12,10,11
46084,2020,12,10,11
46085,2020,12,10,11
46086,2020,12,10,11
46087,2020,12,10,11
46088,2020,12,10,11
46089,2020,12,10,11
46090,2020,12,10,11
46091,2020,12,10,11
46092,2020,12,10,12
46093,2020,12,10,12
46094,2020,12,10,12
46095,2020,12,10,12
46096,2020,12,10,12
46097,2020,12,10,12
46098,2020,12,10,12
46099,2020,12,10,12
46100,2020,12,10,12
46101,2020,12,10,12
46102,2020,12,10,12
46103,2020,12,10,13
46104,2020,12,10,13
46105,2020,12,10,14
46106,2020,12,10,14
46107,2020,12,10,14
46108,2020,12,10,14
46109,2020,12,10,14
46110,2020,12,10,14
46111,2020,12,10,14
46112,2020,12,10,14
46113,2020,12,10,14
46114,2020,12,10,14
46115,2020,12,10,14
46116,2020,12,10,14
46117,2020,12,10,14
46118,2020,12,10,15
46119,2020,12,10,15
46120,2020,12,10,15
46121,2020,12,10,15
46122,2020,12,10,15
46123,2020,12,10,15
46124,2020,12,10,15
46125,2020,12,10,15
46126,2020,12,10,15
46127,2020,12,10,15
46128,2020,12,10,15
46129,2020,12,10,16
46130,2020,12,10,16
46131,2020,12,10,16
46132,2020,12,10,16
46133,2020,12,10,16
46134,2020,12,10,16
46135,2020,12,10,9
46136,2020,12,10,11
46137,2020,12,10,15
46138,2020,12,10,15
46139,2020,12,10,16
46140,2020,12,10,8
46141,2020,12,10,8
46142,2020,12,10,8
46143,2020,12,10,8
46144,2020,12,10,9
46145,2020,12,10,10
46146,2020,12,10,10
46147,2020,12,10,10
46148,2020,12,10,10
46149,2020,12,10,10
46150,2020,12,10,10
46151,2020,12,10,10
46152,2020,12,10,10
46153,2020,12,10,10
46154,2020,12,10,10
46155,2020,12,10,10
46156,2020,12,10,10
46157,2020,12,10,11
46158,2020,12,10,11
46159,2020,12,10,12
46160,2020,12,10,12
46161,2020,12,10,12
46162,2020,12,10,12
46163,2020,12,10,12
46164,2020,12,10,13
46165,2020,12,10,13
46166,2020,12,10,14
46167,2020,12,10,14
46168,2020,12,10,15
46169,2020,12,10,15
46170,2020,12,10,15
46171,2020,12,10,15
46172,2020,12,10,17
46173,2020,12,10,8
46174,2020,12,10,8
46175,2020,12,10,8
46176,2020,12,10,8
46177,2020,12,10,8
46178,2020,12,10,8
46179,2020,12,10,8
46180,2020,12,10,8
46181,2020,12,10,8
46182,2020,12,10,8
46183,2020,12,10,8
46184,2020,12,10,8
46185,2020,12,10,8
46186,2020,12,10,8
46187,2020,12,10,8
46189,2020,12,10,8
46192,2020,12,10,8
46193,2020,12,10,8
46194,2020,12,10,8
46195,2020,12,10,8
46196,2020,12,10,8
46197,2020,12,10,8
46198,2020,12,10,8
46199,2020,12,10,8
46200,2020,12,10,8
46201,2020,12,10,8
46202,2020,12,10,8
46203,2020,12,10,8
46204,2020,12,10,8
46205,2020,12,10,8
46206,2020,12,10,8
46207,2020,12,10,8
46208,2020,12,10,8
46209,2020,12,10,8
46210,2020,12,10,8
46211,2020,12,10,8
46212,2020,12,10,8
46213,2020,12,10,8
46214,2020,12,10,8
46215,2020,12,10,8
46216,2020,12,10,8
46217,2020,12,10,8
46218,2020,12,10,8
46219,2020,12,10,8
46220,2020,12,10,8
46221,2020,12,10,8
46222,2020,12,10,8
46223,2020,12,10,8
46224,2020,12,10,8
46225,2020,12,10,8
46226,2020,12,10,8
46227,2020,12,10,8
46228,2020,12,10,8
46229,2020,12,10,8
46230,2020,12,10,8
46231,2020,12,10,8
46232,2020,12,10,9
46233,2020,12,10,9
46234,2020,12,10,9
46235,2020,12,10,9
46236,2020,12,10,9
46237,2020,12,10,9
46238,2020,12,10,9
